payment_id,student_id,subject_id,date_id,currency,amount_original,exchange_rate,amount_converted_pkr,payment_method_id,invoice_sent
25298,205,29,1543,AED,419.09,4.33,1814.66,5,True
25299,228,10,1086,KWD,317.28,3.13,993.09,3,True
25300,70,71,1671,SAR,388.55,5.14,1997.15,5,True
25301,230,65,1071,AED,210.46,2.73,574.56,5,True
25302,480,65,1533,USD,442.26,4.83,2136.12,8,True
25303,21,17,1694,SAR,279.03,4.89,1364.46,4,False
25304,108,22,1135,KWD,359.9,3.6,1295.64,3,False
25305,364,14,1045,OMR,408.29,4.38,1788.31,6,True
25306,241,6,1516,OMR,249.82,4.28,1069.23,1,False
25307,251,30,1011,AED,223.66,5.21,1165.27,3,False
25308,135,47,1026,SAR,200.13,5.43,1086.71,3,False
25309,90,20,1083,AED,217.33,3.46,751.96,2,False
25310,79,16,1547,AED,473.27,4.04,1912.01,5,False
25311,440,68,1051,OMR,355.78,2.9,1031.76,4,True
25312,177,34,1641,SAR,219.43,4.76,1044.49,6,True
25313,298,1,1073,OMR,498.94,5.29,2639.39,5,True
25314,407,77,1489,SAR,227.16,2.84,645.13,8,True
25315,308,48,1454,OMR,475.45,4.76,2263.14,8,False
25316,102,8,1247,SAR,265.74,4.0,1062.96,1,False
25317,361,22,1011,USD,410.81,5.4,2218.37,2,False
25318,335,68,1566,OMR,269.98,2.76,745.14,8,False
25319,112,34,1335,USD,497.63,5.14,2557.82,8,True
25320,181,60,1253,AED,253.85,4.23,1073.79,5,True
25321,104,45,1670,OMR,305.19,4.27,1303.16,3,True
25322,16,37,1602,AED,240.88,2.8,674.46,6,True
25323,96,23,1671,OMR,348.46,3.36,1170.83,5,False
25324,293,24,1103,AED,328.92,3.41,1121.62,7,False
25325,146,13,1602,KWD,444.1,3.04,1350.06,8,True
25326,404,69,1314,SAR,456.32,3.39,1546.92,5,False
25327,302,60,1067,AED,457.45,3.13,1431.82,3,True
25328,2,38,1500,SAR,211.03,4.13,871.55,8,False
25329,119,48,1171,AED,253.98,3.53,896.55,7,False
25330,343,26,1682,OMR,391.73,3.86,1512.08,1,False
25331,94,77,1142,SAR,380.53,3.7,1407.96,5,True
25332,191,1,1196,SAR,441.96,3.62,1599.9,7,False
25333,3,4,1709,USD,432.44,2.56,1107.05,4,False
25334,430,67,1172,SAR,264.72,4.4,1164.77,6,True
25335,487,13,1664,SAR,303.18,4.5,1364.31,1,False
25336,111,39,1664,SAR,369.71,4.61,1704.36,3,False
25337,177,31,1521,AED,458.83,4.75,2179.44,8,False
25338,257,24,1189,KWD,357.56,4.58,1637.62,5,True
25339,361,5,1011,SAR,407.1,3.83,1559.19,4,True
25340,22,49,1028,KWD,315.69,3.26,1029.15,2,False
25341,477,11,1554,SAR,229.2,4.07,932.84,3,True
25342,398,24,1087,OMR,332.62,5.48,1822.76,4,False
25343,496,45,1472,KWD,247.88,3.3,818.0,1,True
25344,220,74,1110,USD,307.5,4.01,1233.08,4,False
25345,469,34,1420,SAR,290.91,3.42,994.91,4,True
25346,173,11,1068,OMR,273.6,3.62,990.43,8,False
25347,224,57,1118,KWD,405.67,3.95,1602.4,4,False
25348,390,29,1423,OMR,260.26,4.66,1212.81,7,False
25349,65,22,1246,USD,403.12,4.84,1951.1,6,False
25350,277,33,1021,USD,211.65,2.99,632.83,8,True
25351,249,72,1398,USD,402.3,4.75,1910.92,6,True
25352,260,49,1497,USD,212.76,4.53,963.8,2,True
25353,131,23,1325,OMR,253.4,4.6,1165.64,2,True
25354,113,69,1191,KWD,350.96,4.17,1463.5,1,True
25355,286,29,1601,USD,496.37,3.28,1628.09,4,False
25356,287,6,1645,OMR,391.37,3.57,1397.19,3,False
25357,418,52,1351,OMR,201.03,4.69,942.83,5,False
25358,211,14,1403,KWD,432.76,2.69,1164.12,6,False
25359,20,17,1636,OMR,302.18,2.7,815.89,7,True
25360,215,28,1426,AED,497.63,4.78,2378.67,7,True
25361,310,9,1701,KWD,381.91,4.21,1607.84,1,False
25362,251,66,1322,OMR,477.61,2.91,1389.85,1,False
25363,488,4,1593,SAR,214.67,2.69,577.46,4,True
25364,382,20,1226,SAR,310.73,4.05,1258.46,8,False
25365,409,41,1179,USD,286.22,5.35,1531.28,5,False
25366,271,36,1477,KWD,312.38,4.77,1490.05,4,False
25367,422,6,1414,OMR,291.42,4.28,1247.28,7,False
25368,407,65,1312,OMR,283.46,5.05,1431.47,5,False
25369,180,50,1663,AED,344.37,3.47,1194.96,4,True
25370,194,64,1153,AED,434.15,4.21,1827.77,8,True
25371,441,3,1035,USD,393.98,5.3,2088.09,3,True
25372,313,37,1121,KWD,310.89,3.41,1060.13,2,True
25373,79,3,1181,USD,376.87,2.97,1119.3,1,False
25374,180,33,1425,AED,472.09,4.51,2129.13,4,True
25375,492,59,1607,AED,280.62,4.57,1282.43,2,True
25376,163,15,1103,KWD,350.16,3.57,1250.07,4,False
25377,202,56,1081,USD,473.49,2.68,1268.95,1,False
25378,14,61,1535,AED,419.32,4.3,1803.08,2,False
25379,347,68,1679,OMR,252.42,2.64,666.39,5,False
25380,246,71,1337,SAR,438.02,3.27,1432.33,7,True
25381,14,68,1102,AED,440.68,2.87,1264.75,2,True
25382,99,62,1263,USD,423.77,2.83,1199.27,4,False
25383,33,67,1230,AED,378.74,2.63,996.09,1,True
25384,436,23,1181,OMR,235.4,4.71,1108.73,6,False
25385,257,14,1626,SAR,340.77,5.35,1823.12,3,True
25386,34,6,1226,SAR,226.0,4.01,906.26,1,False
25387,19,33,1727,OMR,355.67,4.84,1721.44,2,False
25388,152,9,1499,USD,321.54,3.84,1234.71,6,True
25389,490,12,1510,OMR,201.77,3.86,778.83,1,False
25390,260,51,1002,OMR,433.31,4.79,2075.55,7,True
25391,164,3,1475,KWD,395.23,4.62,1825.96,1,False
25392,77,56,1329,KWD,272.23,2.92,794.91,3,True
25393,314,46,1320,KWD,392.61,5.26,2065.13,2,False
25394,416,36,1547,SAR,363.24,5.44,1976.03,1,False
25395,137,13,1183,SAR,352.44,2.71,955.11,7,True
25396,359,13,1179,AED,312.92,2.93,916.86,4,True
25397,208,58,1124,KWD,213.03,5.34,1137.58,1,False
25398,242,34,1671,USD,495.85,4.18,2072.65,8,True
25399,67,43,1439,USD,352.94,4.63,1634.11,1,True
25400,116,28,1394,KWD,216.42,3.63,785.6,2,False
25401,404,56,1384,SAR,215.2,3.55,763.96,7,False
25402,202,47,1111,OMR,430.87,4.47,1925.99,8,False
25403,376,35,1645,SAR,303.42,4.61,1398.77,1,False
25404,250,78,1201,AED,328.65,2.69,884.07,5,True
25405,446,19,1663,KWD,384.58,5.46,2099.81,5,True
25406,442,51,1327,SAR,200.63,4.54,910.86,2,False
25407,278,20,1407,OMR,354.78,2.69,954.36,6,False
25408,112,29,1588,AED,407.84,2.68,1093.01,2,False
25409,451,72,1264,SAR,317.83,5.35,1700.39,1,False
25410,331,65,1442,KWD,248.68,3.36,835.56,2,False
25411,473,38,1253,OMR,455.6,3.44,1567.26,3,True
25412,234,49,1069,SAR,319.19,3.95,1260.8,4,True
25413,176,28,1534,KWD,498.93,3.09,1541.69,5,True
25414,392,33,1341,KWD,360.66,2.63,948.54,4,False
25415,457,13,1212,SAR,237.92,3.45,820.82,6,True
25416,143,44,1609,SAR,223.89,2.95,660.48,1,False
25417,32,52,1122,SAR,262.49,4.34,1139.21,7,False
25418,181,77,1536,OMR,468.48,2.87,1344.54,6,False
25419,67,76,1549,SAR,347.64,5.39,1873.78,5,True
25420,4,41,1194,USD,448.37,4.81,2156.66,2,False
25421,286,49,1269,SAR,401.25,5.09,2042.36,4,False
25422,269,7,1489,AED,457.46,4.51,2063.14,4,True
25423,236,36,1065,USD,355.33,5.27,1872.59,8,False
25424,277,26,1198,AED,445.72,3.74,1666.99,3,False
25425,41,27,1141,AED,482.91,2.85,1376.29,4,True
25426,121,24,1240,KWD,243.38,4.33,1053.84,1,False
25427,494,71,1208,OMR,499.1,4.97,2480.53,5,False
25428,275,33,1125,USD,421.75,5.2,2193.1,7,True
25429,231,18,1265,USD,372.34,3.41,1269.68,3,True
25430,304,5,1354,KWD,497.67,2.76,1373.57,7,False
25431,86,1,1175,AED,250.0,3.62,905.0,8,False
25432,63,71,1386,OMR,394.3,3.77,1486.51,2,True
25433,404,3,1046,OMR,256.49,2.81,720.74,3,True
25434,192,36,1571,KWD,352.58,3.77,1329.23,5,True
25435,293,35,1646,SAR,211.88,3.9,826.33,1,True
25436,31,51,1632,OMR,303.11,4.5,1364.0,5,False
25437,330,12,1166,SAR,461.99,2.93,1353.63,3,False
25438,146,15,1554,KWD,427.57,3.78,1616.21,6,False
25439,107,4,1557,AED,319.05,5.5,1754.78,6,False
25440,359,56,1216,SAR,251.34,3.43,862.1,8,False
25441,110,16,1298,USD,218.59,3.16,690.74,1,True
25442,276,6,1338,SAR,485.91,2.67,1297.38,8,False
25443,210,63,1102,AED,329.72,2.76,910.03,5,False
25444,139,23,1085,SAR,416.12,4.07,1693.61,5,True
25445,86,77,1705,KWD,472.46,3.49,1648.89,6,True
25446,44,44,1725,SAR,420.97,4.93,2075.38,4,False
25447,82,1,1225,USD,340.53,2.56,871.76,2,False
25448,64,57,1500,SAR,310.74,4.85,1507.09,1,True
25449,378,76,1708,KWD,461.94,4.92,2272.74,8,False
25450,418,27,1666,SAR,295.67,3.0,887.01,3,False
25451,343,25,1367,OMR,298.14,5.06,1508.59,8,True
25452,321,62,1002,AED,427.07,2.84,1212.88,6,False
25453,55,18,1319,USD,375.75,4.15,1559.36,2,True
25454,74,30,1023,AED,328.39,4.3,1412.08,6,False
25455,373,30,1473,USD,335.17,4.33,1451.29,4,False
25456,129,47,1659,AED,375.07,4.02,1507.78,3,False
25457,256,22,1524,USD,331.23,4.45,1473.97,2,False
25458,422,42,1217,SAR,295.0,3.74,1103.3,1,True
25459,231,34,1495,AED,471.82,5.49,2590.29,1,False
25460,497,63,1682,USD,351.92,4.22,1485.1,8,False
25461,137,4,1589,SAR,259.58,2.96,768.36,4,False
25462,351,31,1101,USD,249.37,3.94,982.52,3,True
25463,455,51,1029,USD,286.29,5.14,1471.53,8,True
25464,401,50,1466,KWD,495.96,2.98,1477.96,6,False
25465,355,14,1202,KWD,477.4,4.21,2009.85,6,False
25466,112,8,1723,AED,227.63,5.06,1151.81,8,False
25467,485,69,1152,SAR,225.28,4.47,1007.0,2,True
25468,308,8,1677,OMR,314.55,3.13,984.54,6,True
25469,146,11,1042,USD,353.97,4.1,1451.28,4,True
25470,447,29,1413,AED,291.08,4.48,1304.04,5,True
25471,33,55,1551,KWD,396.83,2.6,1031.76,7,False
25472,260,39,1442,SAR,328.57,4.35,1429.28,7,False
25473,87,13,1150,KWD,361.19,4.75,1715.65,7,True
25474,331,64,1043,USD,284.18,4.16,1182.19,6,True
25475,436,49,1592,KWD,220.84,3.82,843.61,3,True
25476,265,19,1256,KWD,407.64,4.14,1687.63,4,True
25477,320,67,1489,SAR,417.85,2.61,1090.59,8,True
25478,30,52,1102,AED,342.2,3.79,1296.94,7,False
25479,392,78,1552,USD,458.7,2.94,1348.58,3,True
25480,232,71,1699,USD,291.87,4.7,1371.79,6,False
25481,389,20,1207,SAR,417.24,5.1,2127.92,5,True
25482,76,54,1393,AED,374.05,4.57,1709.41,5,True
25483,447,5,1107,SAR,328.82,3.91,1285.69,2,False
25484,129,62,1328,SAR,263.61,2.72,717.02,4,False
25485,271,17,1333,KWD,398.24,3.81,1517.29,1,True
25486,89,53,1507,AED,248.01,5.21,1292.13,8,True
25487,466,37,1705,USD,417.53,3.13,1306.87,4,False
25488,422,19,1568,OMR,264.49,4.86,1285.42,1,False
25489,170,10,1632,USD,205.19,3.45,707.91,1,False
25490,128,44,1596,SAR,290.91,5.28,1536.0,4,True
25491,174,49,1425,OMR,459.24,4.64,2130.87,6,False
25492,437,37,1577,SAR,208.62,3.75,782.32,2,False
25493,26,58,1581,OMR,218.72,2.61,570.86,8,False
25494,61,15,1232,KWD,360.13,2.83,1019.17,1,False
25495,488,20,1450,SAR,201.24,4.75,955.89,2,False
25496,379,55,1266,OMR,391.59,5.11,2001.02,8,False
25497,67,13,1515,USD,387.31,5.16,1998.52,2,False
25498,438,20,1590,KWD,266.33,5.28,1406.22,5,True
25499,406,43,1729,SAR,330.51,4.38,1447.63,2,False
25500,26,41,1378,AED,429.86,2.88,1238.0,7,True
25501,83,48,1483,KWD,260.5,2.68,698.14,3,True
25502,492,56,1078,OMR,380.94,3.15,1199.96,7,True
25503,364,68,1688,AED,331.7,3.27,1084.66,5,True
25504,367,44,1241,AED,318.28,5.26,1674.15,7,True
25505,60,73,1405,AED,298.8,4.84,1446.19,4,True
25506,39,47,1676,OMR,363.39,3.74,1359.08,5,False
25507,123,50,1275,KWD,275.37,3.72,1024.38,1,False
25508,292,32,1177,AED,391.0,2.6,1016.6,3,True
25509,277,54,1670,AED,234.28,5.32,1246.37,7,True
25510,425,39,1542,OMR,457.51,3.43,1569.26,1,False
25511,374,58,1330,SAR,429.38,2.61,1120.68,4,False
25512,304,61,1483,SAR,324.73,3.12,1013.16,6,False
25513,282,72,1552,KWD,253.46,3.19,808.54,4,False
25514,191,19,1515,AED,318.51,5.42,1726.32,6,False
25515,461,69,1269,USD,402.26,3.45,1387.8,1,False
25516,292,22,1173,SAR,309.84,5.13,1589.48,1,True
25517,152,35,1476,AED,224.71,4.46,1002.21,6,False
25518,384,10,1091,KWD,232.73,3.69,858.77,7,True
25519,233,15,1509,USD,408.96,3.5,1431.36,7,False
25520,474,2,1600,SAR,457.04,3.59,1640.77,6,True
25521,405,22,1598,SAR,448.78,3.58,1606.63,4,False
25522,146,12,1544,AED,423.3,4.52,1913.32,8,False
25523,271,62,1413,AED,428.01,3.9,1669.24,3,False
25524,335,45,1136,USD,494.2,4.92,2431.46,5,True
25525,134,58,1677,OMR,246.8,5.0,1234.0,7,True
25526,171,20,1088,KWD,363.6,5.34,1941.62,4,True
25527,415,51,1593,AED,278.86,2.77,772.44,7,True
25528,28,7,1042,AED,269.08,4.63,1245.84,5,False
25529,136,24,1646,SAR,322.79,3.56,1149.13,6,False
25530,413,67,1343,USD,300.99,3.58,1077.54,3,False
25531,405,70,1295,OMR,396.26,4.02,1592.97,4,False
25532,465,53,1340,OMR,324.44,5.43,1761.71,5,True
25533,376,34,1630,KWD,285.55,4.1,1170.75,6,False
25534,241,33,1317,KWD,225.13,3.39,763.19,7,True
25535,344,23,1694,AED,287.25,2.81,807.17,8,True
25536,442,58,1034,USD,345.17,4.15,1432.46,2,True
25537,444,68,1170,SAR,382.12,4.02,1536.12,7,False
25538,434,69,1522,KWD,391.79,3.86,1512.31,5,False
25539,228,40,1385,OMR,262.83,3.94,1035.55,7,False
25540,287,47,1334,AED,322.66,3.15,1016.38,4,True
25541,303,43,1078,AED,320.94,3.57,1145.76,4,True
25542,34,61,1132,SAR,204.47,3.95,807.66,8,False
25543,2,42,1371,USD,465.24,2.64,1228.23,1,True
25544,362,62,1167,OMR,402.17,3.16,1270.86,4,False
25545,195,67,1235,AED,398.66,4.26,1698.29,4,False
25546,94,55,1532,AED,373.49,4.9,1830.1,6,True
25547,328,49,1492,KWD,338.24,5.31,1796.05,8,True
25548,308,49,1648,OMR,267.44,5.19,1388.01,5,True
25549,135,78,1326,SAR,317.73,3.56,1131.12,2,True
25550,204,33,1154,AED,252.92,2.9,733.47,6,False
25551,250,28,1065,OMR,444.64,3.19,1418.4,2,False
25552,147,57,1537,USD,263.29,4.82,1269.06,6,True
25553,346,41,1364,OMR,283.18,3.05,863.7,8,True
25554,348,4,1199,USD,203.81,5.27,1074.08,5,False
25555,254,20,1511,USD,312.33,4.52,1411.73,6,False
25556,399,35,1511,SAR,412.94,3.79,1565.04,1,False
25557,334,53,1497,AED,253.48,4.18,1059.55,3,True
25558,176,39,1684,USD,353.41,3.75,1325.29,1,False
25559,125,53,1694,SAR,481.62,4.62,2225.08,4,True
25560,251,10,1039,OMR,331.55,2.63,871.98,4,False
25561,398,65,1271,AED,438.4,2.52,1104.77,4,True
25562,131,1,1723,AED,439.51,2.96,1300.95,3,False
25563,50,53,1223,SAR,395.67,3.08,1218.66,4,True
25564,93,46,1159,SAR,309.82,4.84,1499.53,8,True
25565,380,26,1034,KWD,427.89,3.91,1673.05,2,False
25566,310,2,1398,OMR,481.99,5.12,2467.79,3,True
25567,390,28,1425,KWD,281.64,3.42,963.21,4,False
25568,433,27,1120,KWD,350.47,3.68,1289.73,8,False
25569,407,28,1433,AED,380.09,5.23,1987.87,5,False
25570,220,31,1415,KWD,378.31,3.46,1308.95,3,False
25571,334,47,1285,OMR,325.02,4.06,1319.58,6,False
25572,334,7,1407,SAR,363.08,5.19,1884.39,2,False
25573,20,72,1404,AED,216.75,5.26,1140.1,7,False
25574,205,75,1169,AED,219.33,5.44,1193.16,3,True
25575,91,48,1507,KWD,479.53,3.26,1563.27,1,False
25576,444,26,1335,OMR,365.33,3.43,1253.08,2,True
25577,355,55,1487,SAR,258.57,3.27,845.52,5,True
25578,173,7,1230,OMR,279.35,5.36,1497.32,5,False
25579,189,57,1099,USD,411.18,3.22,1324.0,3,False
25580,312,58,1001,OMR,407.62,3.29,1341.07,1,False
25581,2,1,1508,USD,397.44,3.73,1482.45,8,True
25582,361,72,1527,AED,274.98,4.5,1237.41,2,True
25583,429,29,1262,OMR,450.06,5.05,2272.8,8,True
25584,168,22,1694,OMR,219.46,4.6,1009.52,1,False
25585,368,40,1398,OMR,326.56,5.44,1776.49,4,True
25586,24,62,1022,KWD,429.08,5.33,2287.0,6,True
25587,413,14,1246,AED,271.48,4.47,1213.52,2,True
25588,451,2,1256,OMR,272.13,4.73,1287.17,8,True
25589,365,35,1627,SAR,200.4,3.69,739.48,8,True
25590,68,71,1068,AED,348.29,4.92,1713.59,7,True
25591,370,67,1652,OMR,475.58,3.43,1631.24,1,True
25592,194,22,1563,SAR,353.8,4.17,1475.35,2,True
25593,84,18,1396,KWD,480.06,4.53,2174.67,2,False
25594,438,46,1607,SAR,264.63,4.77,1262.29,7,True
25595,437,63,1566,AED,318.46,2.74,872.58,8,False
25596,207,36,1284,AED,497.48,5.05,2512.27,4,False
25597,49,46,1145,USD,439.86,2.85,1253.6,5,True
25598,32,37,1385,USD,372.69,3.03,1129.25,7,False
25599,317,18,1282,USD,226.12,4.78,1080.85,3,False
25600,170,43,1561,KWD,239.14,4.63,1107.22,7,False
25601,129,29,1297,AED,332.08,5.39,1789.91,3,False
25602,447,76,1706,KWD,444.48,4.82,2142.39,7,False
25603,102,18,1500,AED,422.42,4.4,1858.65,4,True
25604,35,15,1221,USD,456.36,3.66,1670.28,3,True
25605,307,59,1137,USD,321.57,3.52,1131.93,6,True
25606,199,28,1520,SAR,373.24,5.35,1996.83,8,False
25607,301,53,1514,USD,292.4,4.48,1309.95,4,False
25608,77,15,1341,USD,361.44,4.87,1760.21,3,False
25609,369,43,1037,OMR,384.89,3.34,1285.53,1,True
25610,321,33,1458,AED,354.81,2.62,929.6,2,True
25611,14,2,1069,USD,259.42,2.62,679.68,1,True
25612,349,59,1580,OMR,301.82,5.34,1611.72,6,False
25613,131,8,1669,OMR,388.79,5.09,1978.94,8,True
25614,238,33,1001,OMR,372.17,3.15,1172.34,3,False
25615,280,35,1612,USD,334.53,2.94,983.52,5,True
25616,65,18,1135,KWD,218.7,2.66,581.74,5,False
25617,432,21,1212,KWD,336.12,5.07,1704.13,1,True
25618,138,64,1082,AED,369.95,3.89,1439.11,2,False
25619,269,28,1354,KWD,265.64,3.51,932.4,7,False
25620,228,45,1140,USD,204.32,4.33,884.71,4,False
25621,201,20,1651,AED,353.64,4.77,1686.86,6,True
25622,142,4,1599,AED,313.77,5.25,1647.29,1,False
25623,100,36,1395,AED,406.96,4.61,1876.09,5,True
25624,138,77,1240,SAR,237.74,2.67,634.77,6,True
25625,168,52,1623,USD,362.53,3.41,1236.23,4,False
25626,407,39,1300,USD,469.88,5.29,2485.67,2,False
25627,99,71,1140,KWD,477.63,4.15,1982.16,2,True
25628,311,12,1151,KWD,463.87,5.4,2504.9,8,True
25629,319,55,1715,USD,440.57,5.44,2396.7,7,False
25630,327,48,1213,SAR,481.41,4.15,1997.85,1,True
25631,426,9,1473,OMR,490.66,4.41,2163.81,7,True
25632,355,12,1188,SAR,285.33,3.37,961.56,4,True
25633,66,69,1132,SAR,346.32,4.54,1572.29,3,True
25634,335,57,1079,KWD,412.88,4.98,2056.14,8,False
25635,329,28,1100,SAR,352.42,3.36,1184.13,3,True
25636,47,17,1357,KWD,472.26,5.21,2460.47,2,False
25637,337,22,1063,KWD,492.38,3.27,1610.08,7,True
25638,382,35,1523,AED,348.85,4.46,1555.87,4,True
25639,231,59,1634,SAR,299.22,5.33,1594.84,2,False
25640,308,19,1364,SAR,322.12,3.63,1169.3,6,False
25641,146,50,1108,SAR,403.58,4.35,1755.57,3,False
25642,207,26,1186,USD,417.87,2.58,1078.1,2,True
25643,146,60,1404,OMR,313.42,4.92,1542.03,3,False
25644,152,44,1351,OMR,453.91,3.81,1729.4,2,True
25645,279,56,1205,USD,237.8,4.74,1127.17,5,True
25646,140,43,1046,SAR,207.14,5.0,1035.7,7,False
25647,151,23,1098,KWD,493.93,3.85,1901.63,2,False
25648,21,74,1504,USD,476.09,4.63,2204.3,5,False
25649,254,22,1233,KWD,291.73,3.92,1143.58,7,True
25650,64,47,1422,USD,486.8,5.33,2594.64,3,False
25651,218,55,1589,SAR,293.87,5.3,1557.51,4,False
25652,72,11,1216,SAR,341.61,4.4,1503.08,4,True
25653,478,55,1173,USD,358.51,5.08,1821.23,7,False
25654,162,26,1440,SAR,391.6,4.33,1695.63,7,False
25655,130,1,1105,AED,357.7,5.0,1788.5,7,True
25656,69,62,1676,USD,473.43,3.13,1481.84,1,False
25657,415,21,1410,SAR,367.97,3.97,1460.84,6,True
25658,225,8,1412,KWD,209.04,3.21,671.02,7,False
25659,246,20,1112,OMR,252.98,5.25,1328.14,3,True
25660,68,45,1145,OMR,487.45,4.54,2213.02,7,True
25661,454,65,1643,SAR,213.36,5.07,1081.74,6,False
25662,471,60,1083,KWD,426.83,2.5,1067.08,3,False
25663,493,67,1512,KWD,492.99,4.05,1996.61,8,False
25664,403,56,1535,OMR,209.01,3.35,700.18,7,True
25665,384,31,1297,AED,457.99,4.95,2267.05,5,False
25666,107,22,1187,AED,411.27,4.59,1887.73,7,False
25667,109,62,1110,USD,209.82,3.82,801.51,8,False
25668,328,56,1535,USD,379.68,4.53,1719.95,7,True
25669,103,72,1055,KWD,474.84,4.27,2027.57,1,False
25670,141,8,1580,OMR,333.57,2.88,960.68,4,True
25671,65,62,1473,SAR,423.04,4.89,2068.67,4,False
25672,134,78,1529,USD,297.7,3.79,1128.28,3,True
25673,199,24,1448,AED,318.14,2.51,798.53,8,True
25674,368,22,1393,KWD,406.57,3.22,1309.16,7,False
25675,155,15,1507,USD,209.18,3.11,650.55,2,False
25676,79,28,1569,KWD,419.86,4.46,1872.58,5,False
25677,436,22,1162,SAR,278.9,4.02,1121.18,2,True
25678,382,31,1643,USD,454.53,4.72,2145.38,2,True
25679,482,73,1218,OMR,367.76,4.01,1474.72,3,False
25680,250,62,1330,SAR,286.51,3.63,1040.03,2,False
25681,377,69,1450,AED,404.7,3.34,1351.7,1,True
25682,87,39,1283,KWD,474.35,4.85,2300.6,1,True
25683,304,40,1138,SAR,355.22,3.04,1079.87,5,True
25684,241,69,1514,SAR,458.63,3.86,1770.31,1,False
25685,88,55,1503,SAR,480.77,5.5,2644.23,1,True
25686,463,71,1355,KWD,312.63,4.27,1334.93,7,True
25687,483,64,1280,OMR,448.81,3.05,1368.87,6,False
25688,324,8,1011,KWD,433.31,3.17,1373.59,7,True
25689,172,71,1439,KWD,366.92,4.62,1695.17,6,False
25690,357,44,1564,AED,216.52,3.31,716.68,6,True
25691,17,38,1095,KWD,440.98,2.63,1159.78,6,False
25692,223,21,1231,KWD,215.8,5.05,1089.79,7,False
25693,294,4,1111,OMR,490.18,3.14,1539.17,3,False
25694,394,32,1046,KWD,337.0,4.17,1405.29,6,True
25695,310,55,1693,KWD,208.03,3.13,651.13,8,False
25696,498,60,1253,KWD,269.16,2.76,742.88,5,False
25697,219,59,1518,KWD,268.86,5.4,1451.84,2,True
25698,234,67,1422,AED,459.07,2.59,1188.99,8,True
25699,390,5,1287,AED,222.19,5.01,1113.17,5,False
25700,248,72,1305,KWD,251.75,5.31,1336.79,4,True
25701,390,37,1373,KWD,310.11,4.01,1243.54,1,False
25702,52,27,1194,AED,253.19,3.01,762.1,7,False
25703,15,13,1024,AED,257.59,2.98,767.62,1,False
25704,324,6,1005,KWD,263.91,3.03,799.65,4,False
25705,441,65,1480,KWD,242.74,2.97,720.94,8,False
25706,112,30,1142,OMR,385.57,5.13,1977.97,8,False
25707,184,75,1702,AED,221.25,4.63,1024.39,7,False
25708,360,52,1659,AED,306.99,3.44,1056.05,3,True
25709,7,41,1170,AED,401.54,2.72,1092.19,5,True
25710,51,15,1489,USD,293.1,4.99,1462.57,5,False
25711,314,5,1095,SAR,303.13,3.65,1106.42,4,False
25712,241,15,1194,AED,430.39,5.11,2199.29,4,True
25713,245,1,1259,USD,435.67,3.44,1498.7,2,True
25714,448,15,1235,SAR,422.13,3.95,1667.41,6,False
25715,365,60,1517,SAR,299.88,3.06,917.63,8,True
25716,367,48,1058,AED,359.18,3.48,1249.95,3,True
25717,410,54,1051,SAR,462.07,4.58,2116.28,7,True
25718,186,55,1121,USD,328.07,4.25,1394.3,5,False
25719,287,72,1537,AED,281.87,4.88,1375.53,4,False
25720,450,27,1216,KWD,208.63,2.78,579.99,8,False
25721,92,30,1694,KWD,371.21,5.47,2030.52,3,False
25722,106,76,1088,KWD,264.51,4.67,1235.26,2,True
25723,13,60,1442,USD,418.81,2.6,1088.91,7,True
25724,146,66,1037,USD,225.26,3.4,765.88,2,True
25725,478,46,1083,SAR,324.16,3.11,1008.14,7,False
25726,119,52,1107,USD,300.28,3.62,1087.01,8,False
25727,203,35,1674,AED,283.89,5.47,1552.88,3,True
25728,141,42,1708,OMR,496.61,2.91,1445.14,3,False
25729,115,56,1002,KWD,229.69,5.06,1162.23,4,True
25730,152,45,1671,SAR,200.74,5.27,1057.9,6,True
25731,57,52,1291,SAR,204.47,3.83,783.12,4,False
25732,382,23,1029,KWD,230.95,4.04,933.04,5,True
25733,157,29,1627,KWD,454.55,3.79,1722.74,6,True
25734,440,29,1166,AED,248.95,3.78,941.03,1,False
25735,310,57,1092,SAR,371.92,5.39,2004.65,4,False
25736,133,19,1217,KWD,390.91,3.1,1211.82,2,False
25737,163,8,1620,USD,430.09,5.43,2335.39,2,False
25738,275,50,1088,SAR,239.17,5.02,1200.63,2,True
25739,183,7,1187,USD,238.64,4.6,1097.74,6,True
25740,77,11,1695,KWD,293.18,2.54,744.68,7,False
25741,325,67,1721,AED,230.93,4.56,1053.04,3,False
25742,44,66,1697,SAR,283.18,3.09,875.03,2,False
25743,206,28,1281,SAR,378.3,2.55,964.66,3,False
25744,38,56,1388,KWD,328.62,5.46,1794.27,5,False
25745,318,28,1695,USD,289.1,5.24,1514.88,6,False
25746,22,75,1136,OMR,300.79,3.79,1139.99,7,False
25747,73,40,1287,KWD,270.12,4.68,1264.16,5,False
25748,241,2,1332,USD,334.35,5.26,1758.68,8,False
25749,424,76,1618,USD,337.72,3.22,1087.46,5,True
25750,154,61,1411,OMR,468.81,5.29,2480.0,5,True
25751,237,76,1406,SAR,400.4,3.56,1425.42,2,False
25752,381,25,1599,AED,389.17,4.7,1829.1,4,False
25753,5,54,1124,OMR,278.56,2.67,743.76,5,True
25754,221,17,1196,KWD,302.31,3.67,1109.48,8,False
25755,310,48,1621,USD,461.71,3.91,1805.29,6,True
